-0.1,-0.1,0,0,0.005
-0.075,-0.1,0,0,0.00375
-0.05,-0.1,0,0,0.0025
-0.025,-0.1,0,0,0.00125
0,-0.1,0,0,-0
0.025,-0.1,0,0,-0.00125
0.05,-0.1,0,0,-0.0025
0.075,-0.1,0,0,-0.00375
-0.1,-0.075,0,0,0.005
-0.075,-0.075,0,0,0.00375
-0.05,-0.075,0,0,0.0025
-0.025,-0.075,0,0,0.00125
0,-0.075,0,0,-0
0.025,-0.075,0,0,-0.00125
0.05,-0.075,0,0,-0.0025
0.075,-0.075,0,0,-0.00375
-0.1,-0.05,0,0,0.005
-0.075,-0.05,0,0,0.00375
-0.05,-0.05,0,0,0.0025
-0.025,-0.05,0,0,0.00125
0,-0.05,0,0,-0
0.025,-0.05,0,0,-0.00125
0.05,-0.05,0,0,-0.0025
0.075,-0.05,0,0,-0.00375
-0.1,-0.025,0,0,0.005
-0.075,-0.025,0,0,0.00375
-0.05,-0.025,0,0,0.0025
-0.025,-0.025,0,0,0.00125
0,-0.025,0,0,-0
0.025,-0.025,0,0,-0.00125
0.05,-0.025,0,0,-0.0025
0.075,-0.025,0,0,-0.00375
-0.1,0,0,0,0.005
-0.075,0,0,0,0.00375
-0.05,0,0,0,0.0025
-0.025,0,0,0,0.00125
0,0,0,0,0
0.025,0,0,0,-0.00125
0.05,0,0,0,-0.0025
0.075,0,0,0,-0.00375
-0.1,0.025,0,0,0.005
-0.075,0.025,0,0,0.00375
-0.05,0.025,0,0,0.0025
-0.025,0.025,0,0,0.00125
0,0.025,0,0,0
0.025,0.025,0,0,-0.00125
0.05,0.025,0,0,-0.0025
0.075,0.025,0,0,-0.00375
-0.1,0.05,0,0,0.005
-0.075,0.05,0,0,0.00375
-0.05,0.05,0,0,0.0025
-0.025,0.05,0,0,0.00125
0,0.05,0,0,0
0.025,0.05,0,0,-0.00125
0.05,0.05,0,0,-0.0025
0.075,0.05,0,0,-0.00375
-0.1,0.075,0,0,0.005
-0.075,0.075,0,0,0.00375
-0.05,0.075,0,0,0.0025
-0.025,0.075,0,0,0.00125
0,0.075,0,0,0
0.025,0.075,0,0,-0.00125
0.05,0.075,0,0,-0.0025
0.075,0.075,0,0,-0.00375
